Property Reference Number,Full Property Address,Primary Liable party name,Analysis Code,Account Start Date,Current Rateable Value
177502636110,"Solent Infant School, Evelegh Road, Portsmouth, PO6 1DH",The De Curci Trust,EL,01/04/2017,63000
177507369110,"Solent Junior School, Solent Road, Portsmouth, PO6 1HJ",The De Curci Trust,EL,01/04/2017,55000
177504416210,"31, Kingston Road, Portsmouth, PO2 7DP",The Deli Box And Desserts Ltd,CS5,01/05/2021,10500
177509109110,"Unit 31, Enterprise Centre, Quartremaine Road, Portsmouth, PO3 5QT",The Diverse Cleaning Company South Ltd,IF3,01/12/2020,6900
177501885010,"82-84, Crasswell Street, Portsmouth, PO1 1HT",The E C Roberts Centre,CO,01/04/1998,35250
177503077210,"Roberts Centre Resettlement Service, 24, Gamble Road, Portsmouth, PO2 7BN",The E C Roberts Centre,CO,01/08/2011,18000
177506548510,"Unit 7, Port Royal Street, Southsea, Hants, PO5 4NP",The E C Roberts Centre,IF3,08/07/2013,5300
177502146520,"Idno'S, Highbury College, Tudor Crescent, Portsmouth, PO6 2SA",The Electricity Network Company Ltd,NX,01/04/2013,1025
177509779410,"Idno (West Wing), St Marys Hospital, Milton Road, Portsmouth, PO3 6AD",The Electricity Network Company Ltd,NX,01/04/2015,1125
177510864210,"Idno'S, King William Street, Portsmouth, PO1 3JF",The Electricity Network Company Ltd,NX,01/04/2014,245
177511026010,"Idnos', Peronne Road, Portsmouth, PO3 5LD",The Electricity Network Company Ltd,NX,01/04/2013,460
177511108210,"Idno'S, Eastern Road, Portsmouth, Hants, PO3 6EG",The Electricity Network Company Ltd,NX,01/04/2013,570
177511139710,"Idno'S, Kent Street, Portsmouth, PO1 3BS",The Electricity Network Company Ltd,NX,01/04/2013,550
177512284710,"Idno, 93 Havant Raod, Portsmouth, PO6 2JE",The Electricity Network Company Ltd,NX,01/04/2016,320
177505638410,"11, Mitchell Way, Portsmouth, PO3 5PR",The Energy Efficient Lighting Co. Ltd,IF,10/07/2020,28750
177508988210,"Ground Floor , Express Gearbox, Dundas Spur, Portsmouth, PO3 5NX",The Express Gearbox Company Ltd,IF3,04/04/2005,17750
177510724310,"Unit A, Oyo Business Park, Fitzherbert Road, Portsmouth, PO6 1RG",The Fascia Place Ltd,IF3,22/11/2013,25250
177500089510,"5th Hants Volunteer Arms, 74, Albert Road, Southsea, Hants, PO5 2SL",The Fifth Hants Limited,CL,27/09/2021,23750
177500475210,"Boat House, Bath Square, Portsmouth, PO1 2JL",The First Portsmouth  Sea Scouts,CL2,01/04/1990,2600
177500835710,"Scouts Beach, Capstan Yard, Broad Street, Portsmouth, PO1 2JL",The First Portsmouth  Sea Scouts,CW1,01/04/2005,1200
177512147610,"Club House, Drayton Park, Lower Drayton Lane, Portsmouth, PO6 2NL",The Fleur-De-Lys Football Club,LC1,31/07/2015,7400
177504932210,"7-9, London Road, Portsmouth, PO2 0BQ",The Furniture Factory (Hampshire) Ltd,CS,11/02/2006,21500
177506554310,"The George Inn, Portsdown Hill Road, Portsmouth, PO6 1BE",The George Inn Portsdown Ltd,CL,03/07/2017,35650
177502042810,"Golden Eagle, 1, Delamere Road, Southsea, Hants, PO4 0JA",The Golden Eagle Southsea Ltd,CL,01/06/2018,12000
177510819210,"Office 1, Cathedral House, St Thomas'S Street, Portsmouth, PO1 2EZ",The Good Mental Health Cic,CO,01/09/2020,1450
177504287811,"The Old Beneficial School, 42, Kent Street, Portsmouth, PO1 3BT",The Groundlings Theatre Trust,EP,09/04/2020,24500
177503394610,"Guildhall, Guildhall Square, Portsmouth, PO1 2AL",The Guildhall Trust,LX,21/01/2019,347500
177509900010,"Friendship House, Elm Grove, Southsea, Hants, PO5 1JT",The Guinness Partnership,LC,01/11/2010,24500
177511875020,"The Gym, Rodney Road, Southsea, Hants, PO4 8SY",The Gym Group Operations Ltd,LX,30/11/2015,97000
177508742210,"123, Winter Road, Southsea, Hants, PO4 8DS",The Hair Tree Limited,CS,05/02/2011,6000
177507393420,"111, Victory Business Centre, Somers Road North, Portsmouth, PO1 1PJ",The Housewife Way,IF3,01/01/2021,4150
177512301520,"Office 1, Block A, Port Way, Port Solent, Portsmouth, PO6 4TZ",The Ins Group Ltd,CO,01/07/2021,11500
177512306610,"Office 53, Block A, Port Way, Port Solent, Portsmouth, PO6 4TZ",The It Skills Management Company Limited,CO+,27/04/2020,4750
177512306710,"Office 54, Block A, Port Way, Port Solent, Portsmouth, PO6 4TZ",The It Skills Management Company Limited,CO,27/04/2020,1625
177506664010,"62-64, Priory Crescent, Southsea, Hants, PO4 8RN",The John Doyle Partnership,CS,11/06/1999,5600
177505634210,"Miltoncross Academy, Secondary School, Milton Road, Portsmouth, PO3 6RB",The Kemnal Academies Trust,EL,01/11/2014,307500
177500080510,"24, Albert Road, Southsea, PO5 2SJ",The Kings Theatre Trust Ltd,CS,01/08/2001,6400
177500124110,"Kings Theatre, Albert Road, Southsea, Hants, PO5 2QJ",The Kings Theatre Trust Ltd,LT3,04/09/2001,49000
177511940510,"Offices @ 61, Coronation Homes, Northern Parade, Portsmouth, PO2 9LZ",The Lord Mayor Of Portsmouth'S Coronation Homes Ltd,CO,01/04/2013,930
177509949830,"Ground Floor, The Clubhouse, Southsea Marina, Fort Cumberland Road, Southsea, PO4 9RJ",The Marina Bar Limited,CR,01/04/2015,14750
177509022121,"Mary Rose Museum Dock 3, Main Road, Hm Naval Base, Portsmouth, PO1 3PY",The Mary Rose Trust,EM1,01/04/2015,89000
177509025710,"1 -10, College Road, Portsmouth, PO1 3LX",The Mary Rose Trust,CO,01/04/2016,27000
177590138810,"The Clarence Hotel, Clarence Road, Southsea, Hants, PO5 2LQ",The Mercer Collection Ltd,CH,27/02/2015,11500
177511861910,"Suite 216 West Wing, 1000 Lakeside, Western Road, Portsmouth, PO6 3EN",The Motorists Organisation Ltd,CO,14/06/2019,23250
177590142310,"Unit 1, George House, Somers Road, Southsea, Hants, PO5 4NS",The Movement Initiative,IF3,17/08/2018,16000
177508955610,"Unit 37, Cascades, Portsmouth, PO1 4RR",The National Motor Museum Trust Limited,CS,15/11/2021,32750
177507935110,"Training Ship Lion, Tipner Lane, Portsmouth, ",The Nautical Training Corps,LC1,08/11/1993,7200
177506381410,"Sports Grounds, Governors Green, Penny Street, Portsmouth, PO1 2NH",The Naval Service Sports Charity,LS,14/09/2020,18000
177509209510,"Hms Temeraire, Fleet Sports Ground, Burnaby Road, Portsmouth, PO1 3NB",The Naval Service Sports Charity,TX,01/04/2010,347500
177509282910,"United Services Recreation Ground, St Michaels Road, Portsmouth, PO1 2EE",The Naval Service Sports Charity,TX,01/04/2010,66000
177503397910,"New Theatre Royal, 24, Guildhall Walk, Portsmouth, PO1 2DD",The New Theatre Royal Trustees,LT3,01/04/1990,60000
177500080110,"19, Albert Road, Southsea, Hants, PO5 2SE",The Olive Tree Southsea Limited,CS,30/06/2021,7900
177590004410,"L04, Nelson Building, Gunwharf Quays, Portsmouth, PO1 3TN",The Original Bowling Co Ltd,LX,01/04/2017,223000
177502465410,"76, Elm Grove, Southsea, Hants, PO5 1LN",The Package Free Larder Ltd,CS,01/03/2020,7300
177509879810,"S51-53, Central Building, Gunwharf Quays, Portsmouth, PO1 3TU",The Perfume Shop Ltd,CS,12/02/2001,30750
177504279310,"Havanna Bar, 38, Kent Road, Southsea, Hants, PO5 3ET",The Portland Po5 Ltd,CL,11/03/2016,8700
177502424210,"Bookshop, St Johns Cathedral, Bishop Crispian Way, Portsmouth, PO1 3HG",The Portsmouth Diocesan Trust,CS,01/04/2005,9700
177512115810,"The Old Loos , Lower Drayton Lane, Portsmouth, PO6 2EL",The Portsmouth Lettings Agency Limited,CO,05/05/2015,4150
177504945510,"134a, London Road, Portsmouth, PO2 9DE",The Post Office Sports & Social Club,CL2,04/08/1998,15250
177502732510,"125, Fawcett Road, Southsea, Hants, PO4 0DF",The Property Xperts Limited,CS,11/01/2018,5000
177512168610,"Unit 5, Hilsea Industrial Estate, Limberline Spur, Portsmouth, PO3 5JW",The Purple Group Ltd,CW,09/01/2019,16000
177510160710,"Hairdressing Salon, Portsmouth & Southsea Town Station, Commercial Road, Portsmouth, PO1 1EH",The Razors Edge City Centre Ltd,CX,17/06/2014,14250
177507715810,"Unit 5, Exchange House, Stubbington Avenue, Portsmouth, PO2 9DD",The Razors Edge North End Ltd,CS,17/06/2014,8100
177504761410,"2b, Limberline Road, Portsmouth, PO3 5JS",The Recycled Assets Company Ltd,IF,25/04/2018,32750
177509872610,"Coast To Coast Restaurant, Unit R4, Gunwharf Quays, Portsmouth, PO1 3TZ",The Restaurant Group (Uk) Limited,CR,22/09/2012,170000
177509880910,"S75, Central Building, Gunwharf Quays, Portsmouth, PO1 3TU",The Restaurant Group (Uk) Limited,CR,10/04/2007,133000
177509881010,"S76, Central Building, Gunwharf Quays, Portsmouth, PO1 3TU",The Restaurant Group (Uk) Limited,CR,19/04/2004,151000
177505840410,"Newbridge Junior School, New Road, Portsmouth, PO2 7RW",The Rgs / Afs Thinking Schools Academy Trust,EL,01/11/2014,55500
177506537810,"Isambard Brunel Junior School, Wymering Road, Portsmouth, PO2 7HX",The Rgs / Afs Thinking Schools Academy Trust,EL,01/11/2014,38500
177509276710,"Portsmouth Academy For Girls, St Marys Road, Portsmouth, PO1 5PF",The Rgs / Afs Thinking Schools Academy Trust,EL,01/09/2013,179000
177511641549,"Office 47, Trafalgar House, 223, Southampton Road, Portsmouth, PO6 4PY",The Richmond Fellowship,CO,01/11/2019,1025
177511641550,"Office 48, Trafalgar House, 223, Southampton Road, Portsmouth, PO6 4PY",The Richmond Fellowship,CO,01/11/2019,1025
177507035810,"Gatcombe Park Infant School, St Barbara Way, Portsmouth, PO2 0UR",The Ridings Trust,EL,01/02/2015,37250
177508526110,"Westover Primary School, Westover Road, Portsmouth, PO3 6NS",The Ridings Trust,EL,01/02/2016,48750
177506219910,"42, Osborne Road, Southsea, Hants, PO5 3LT",The Rocka Restaurant Ltd,CR,04/03/2020,12000
177502982410,"146, Fratton Road, Portsmouth, PO1 5DD",The Rowans Hospice,CS,01/04/2018,13000
177504937910,"Ground Floor, 60, London Road, Portsmouth, PO2 0LN",The Rowans Hospice,CS,01/04/2018,11750
177505367310,"11, Marmion Road, Southsea, Hants, PO5 2AT",The Rowans Hospice,CS,01/04/2018,13750
177506045210,"53, Northern Road, Portsmouth, PO6 3DN",The Rowans Hospice,CS,01/04/2018,38250
177509059820,"Unit 6, Marshlands Road, Portsmouth, Hants, PO6 1ST",The Rowans Hospice,IF3,01/04/2018,15500
177509961510,"Unit 6a, Marshlands Road, Portsmouth, PO6 1SS",The Rowans Hospice,CW,01/04/2018,17000
177507935610,"2b, Tipner Road, Portsmouth, PO2 8QR",The Royal Naval Benevolent Trust,CO,22/02/2007,2250
177507943210,"James Lane House, 2a, Tipner Road, Portsmouth, PO2 8QR",The Royal Naval Benevolent Trust,CO,05/06/2000,14500
177508066210,"Castaway House, 311, Twyford Avenue, Portsmouth, PO2 8PE",The Royal Naval Benevolent Trust,CO,17/12/1990,37250
177503839510,"Sally Port Inn, 57-58, High Street, Portsmouth, PO1 2LU",The Sally Port Inn Ltd,CL,01/08/2020,22000
177505017710,"Trafalgar School, London Road, Portsmouth, PO2 9RJ",The Salterns Academy Trust,EL,01/04/2015,195000
177503812710,"9, High Street, Cosham, Portsmouth, PO6 3EY",The Salvation Army Trading Company Ltd,CR,02/09/2010,19250
177505986110,"Unit 12, Acorn Business Centre, Northarbour Road, Portsmouth, PO6 3TH",The Shawthings Property Company Limited,CO,22/01/2021,17500
177507282010,"The Shearer Arms, 72, Shearer Road, Portsmouth, PO1 5LP",The Shearer Arms Ltd,CL,11/11/2004,7000
177510726210,"Unit S, Oyo Business Park, Fishers Grove, Portsmouth, Hants, PO6 1RN",The Sign Shop Portsmouth Ltd,IF3,01/08/2006,11500
1775900991,"4-5, Walberant Buildings, Copnor Road, Portsmouth, PO3 5LB",The Sign Shop Portsmouth Ltd,CS,11/07/2015,6300
177504572010,"First Floor, 2-4, Lake Road, Portsmouth, PO1 4EZ",The Slimming Clinic Ltd,CO,23/12/2020,5300
177500284310,"Victoria Park Lodge, Anglesea Road, Portsmouth, PO1 3HJ",The Society Of St James,CR1,24/07/2017,4900
177502459110,"Campion House, 44-46, Elm Grove, Southsea, Hants, PO5 1JD",The Society Of St James,CO,01/11/2016,32250
177504421210,"67, Kingston Road, Portsmouth, PO2 7DX",The Society Of St James,CS,01/02/2017,7200
177504421410,"69, Kingston Road, Portsmouth, PO2 7DX",The Society Of St James,CS,01/01/2014,9300
177512080310,"68, Castle Road, Southsea, Hants, PO5 3AZ",The Solent Medi Spa Ltd,CS3,22/09/2014,11000
177502973710,"33-37, Fratton Road, Portsmouth, PO1 5AB",The South Coast Anatolian Community,CL2,01/11/2017,30000
177503479410,"22-23, The Hard, Portsmouth, PO1 3DY",The Southern Co-Operative Ltd,CS,29/10/2004,33500
177503933510,"84-92, Highland Road, Southsea, Hants, PO4 9NF",The Southern Co-Operative Ltd,CS,25/09/2012,73500
177506016211,"190, Northern Parade, Portsmouth, PO2 9LU",The Southern Co-Operative Ltd,CS,09/11/2009,38000
177500166111,"181, Allaway Avenue, Portsmouth, PO6 4HG",The Southern Co-Operative Society,CS,24/12/2004,8300
177502982620,"155-159, Fratton Road, Portsmouth, Hants, PO1 5ET",The Southern Co-Operative Society,CS,09/08/2013,28250
177504937310,"52, London Road, Portsmouth, PO2 0LN",The Southern Co-Operative Society,CS,08/01/2008,10500
177510747410,"131, Eastney Road, Southsea, Hants, PO4 8DZ",The Southern Co-Operative Society,CS,27/11/2006,9600
177502372810,"177, Eastney Road, Southsea, Hants, PO4 8EA",The Southsea Brewing Company Ltd,CS,09/01/2019,6800
177502468110,"98, Elm Grove, Southsea, Hants, PO5 1LN",The Southsea Deli Limited,CS,13/03/2020,8200
177500836120,"The Spinnaker Cafe, 96, Broad Street, Portsmouth, PO1 2JE",The Spinnaker Cafe Ltd,CR1,21/07/2016,5600
177503116310,"Sunlight Industrial Services, Gladys Avenue, Portsmouth, PO2 9BA",The Sunlight Service Group Limited,IF3,01/04/1990,62500
177511805510,"S20, North Promenade Building, Gunwharf Quays, Portsmouth, PO1 3TR",The Swatch Group (Uk) Limited,CS,03/04/2018,47500
177512120620,"F11-F15 Gatcombe House, Copnor Road, Portsmouth, PO3 5EJ",The Tailored Decorating Group Ltd,CO,01/09/2021,4150
177505489310,"Meon Junior School, Meon Road, Southsea, Hants, PO4 8NW",The Thinking Schools Academy Trust,EL,01/07/2017,47750
177505688910,"Moorings Way Infant, Moorings Way, Southsea, Hants, PO4 8YJ",The Thinking Schools Academy Trust,EL,01/07/2017,26750
177506403410,"Penhale Infant School, Penhale Road, Portsmouth, PO1 5EF",The Thinking Schools Academy Trust,EL,01/04/2018,39750
177507316610,"Meon Infant School, Shelford Road, Southsea, Hants, PO4 8NT",The Thinking Schools Academy Trust,EL,01/09/2018,31750
177506163610,"The Dockyard Club, Onslow Road, Southsea, Hants, PO5 2NH",The Trustees Of The Dockyard Club,CL2,01/04/1990,15500
177503574710,"238, Havant Road, Portsmouth, PO6 1PA",The Trustees Of The Drayton Centre,LC3,01/04/1990,6700
177509765310,"1, City Buildings, Commercial Road, Portsmouth, PO1 4BD",The Vapour Room (Portsmouth) Ltd,CS,30/08/2015,7900
177509881710,"S60, East Building, Gunwharf Quays, Portsmouth, PO1 3TX",The White Company (Uk) Ltd,CS,16/05/2011,120000
177502480210,"175, Elm Grove, Southsea, Hants, PO5 1LU",The Wine Vaults (Portsmouth) Limited,CS,23/10/2006,9100
177501613710,"109, Commercial Road, Portsmouth, PO1 1BU",The Works Store Limited,CS,18/07/2016,112000
177504409710,"Focus Point, 116, Kingston Crescent, Portsmouth, PO2 8AL",The You Trust,CO,19/05/1998,40000
177504409720,"Car Parking Spaces 1-6, Focus Point 116, Kingston Crescent, PO2 8AL",The You Trust,CP1,01/04/2015,1800
177504409730,"Car Parking Spaces 7-12, Focus Point 116, Kingston Crescent, PO2 8AL",The You Trust,CP1,01/04/2015,1800
177504409740,"Car Parking Spaces 13-17, Focus Point 116, Kingston Crescent, PO2 8AL",The You Trust,CP1,01/04/2015,1500
177506320710,"69, Palmerston Road, Southsea, Hants, PO5 3PP",Themonarch Limited,CR1,26/02/2020,13750
177506047410,"7, Northern Buildings, Northern Road, Portsmouth, PO6 3DL",There'S No Place Like Ohm Ltd,CS,10/03/2016,3800
177500096910,"125, Albert Road, Southsea, Hants, PO5 2SQ",Theyescreative Limited,CS,28/02/2018,6800
1775900915,"232, London Road, Portsmouth, PO2 9JQ",Thorns Young  Ltd,CS,01/04/2003,6400
1775900942,"230, London Road, Portsmouth, PO2 9JQ",Thorns Young  Ltd,CS,26/06/2017,5600
177505638110,"Unit 8, Mitchell Way, Portsmouth, PO3 5PR",Threadneedle Pensions Ltd,CW,06/11/2019,24750
177503935110,"Three Marines, 110, Highland Road, Southsea, Hants, PO4 9NQ",Three Marines Enterprises Ltd,CL,06/06/2014,22000
177512433310,"Car Wash, 442, Copnor Road, Portsmouth, PO3 5EW",Tichada Limited,CX,01/03/2017,5200
177590132810,"Tilbury Metals, Old Reservoir Road, Portsmouth, PO6 1SU",Tilbury Metals Ltd,CW3,01/04/2005,58000
177500519110,"Garage Rear Of, 68, Bedford Street, Southsea, Hants, PO5 4BT",Tilly'S Beds Limited,CW3,11/07/2020,7300
177503087420,"Unit 8, The Bridge Centre, Garnier Street, Portsmouth, PO1 1PD",Tilly'S Furniture Shop Limited,CS,25/10/2019,10000
177501884210,"7, Crasswell Street, Portsmouth, PO1 1HA",Timpson Ltd,CS,01/04/1990,11000
177503818310,"57-57a, High Street, Cosham, Portsmouth, PO6 3AX",Timpson Ltd,CS,19/12/2008,10250
177511926410,"Timpson, Clement Attlee Way, Portsmouth, PO6 4SR",Timpson Ltd,CS4,19/06/2012,10000
177512163010,"Timpson Ltd, Fratton Way, Southsea, PO4 8FA",Timpson Ltd,CS4,12/11/2015,8000
177512077210,"Timpsons , Adj Sainsburys, Fitzherbert Road, Portsmouth, Hants, PO6 1RR",Timpson Shoes Ltd,CS4,16/10/2014,8700
177500055810,"12, Fairway Business Centre, Airport Service Road, Portsmouth, PO3 5NU",Tintex & Wrapping Ltd,CW,20/03/2016,6900
177500016310,"Unit 13, Ordnance Court, Ackworth Road, Portsmouth, PO3 5RZ",Tip Top Sail Laundry Ltd,IF3,01/01/2018,16750
177508075610,"Wharehouse Old Chemical Works, Twyford Avenue, Portsmouth, PO2 8QA",Tipner Regeneration Company Limited,CW3,07/09/2010,0
177510035410,"Unit 5, Former Oil Depot, Twyford Avenue, Portsmouth, PO2 8QA",Tipner Regeneration Company Limited,CW1,07/09/2010,12250
177510035412,"Unit 6, Former Oil Depot, Twyford Avenue, Portsmouth, PO2 8QA",Tipner Regeneration Company Limited,CW1,07/09/2010,3200
177510035413,"Unit 8, Former Oil Depot, Twyford Avenue, Portsmouth, PO2 8QA",Tipner Regeneration Company Limited,CW1,07/09/2010,3350
177510035432,"Unit 16, Former Oil Depot, Twyford Avenue, Portsmouth, PO2 8QA",Tipner Regeneration Company Limited,CW1,07/09/2010,1100
177510035433,"Unit 17, Former Oil Depot, Twyford Avenue, Portsmouth, PO2 8QA",Tipner Regeneration Company Limited,CW1,07/09/2010,1975
177510035436,"Unit 14-15, Former Oil Depot, Twyford Avenue, Portsmouth, PO2 8QA",Tipner Regeneration Company Limited,CW1,07/09/2010,3250
177510035438,"Unit 9, Former Oil Depot, Twyford Avenue, Portsmouth, PO2 8QA",Tipner Regeneration Company Limited,CW1,07/09/2010,840
177510035439,"Unit 9a, Former Oil Depot, Twyford Avenue, Portsmouth, PO2 8QA",Tipner Regeneration Company Limited,CW1,07/09/2010,840
177590112910,"Unit 7, Former Oil Depot, Twyford Avenue, Portsmouth, PO2 8QA",Tipner Regeneration Company Limited,CW1,07/09/2010,3400
177501388110,"Jolly Sailor, 54, Clarence Parade, Southsea, Hants, PO5 2EU",Tjs Pub Co Ltd,CL,04/04/2018,30000
177511193110,"Unit 100 & 104, Cascades, Portsmouth, PO1 4RP",Tjx Europe Limited,CS,11/10/2007,347500
177512067920,"Unit 1b Ocean Retail Park, Burrfields Road, Portsmouth, PO3 5NP",Tjx Europe Limited,CS10,06/08/2016,208000
177500058310,"Units 10 & 11, Admiral Park, Airport Service Road, Portsmouth, PO3 5RQ",Tlc (Southern) Ltd,CW,01/03/1999,24500
177509708910,"Aerial, Site 71786, Kettering Terrace, Portsmouth, PO2 7AE",T-Mobile (Uk) Ltd,MT1,01/04/2002,4900
177504766210,"Unit 20, Limberline Industrial Estate, Limberline Spur, Portsmouth, PO3 5DY",Tombi Steel Fabrications Ltd,IF3,01/08/2021,8500
177503404810,"Warehouse, Gunstore Road, Portsmouth, PO3 5HL",Tomburn Ltd,IF,01/04/1990,100000
177503936110,"119, Highland Road, Southsea, Hants, PO4 9EY",Tonic Music For Mental Health,CS,01/07/2016,2300
177501091610,"The Clock Tower, 44, Castle Road, Southsea, Hants, PO5 3DE",Tony Wood Hairdressing Ltd,CS,01/10/2014,16750
177511699910,"Unit 7, St Georges Industrial Estate, Rodney Road, Southsea, PO4 8SY",Toolstation Limited,CW,11/10/2010,23250
177503190810,"Day Nursery, 41, Goldsmith Avenue, Southsea, Hants, PO4 8DU",Top Tots Day Nursery Hedgerow House Limited,EN1,31/08/2020,21750
177501366710,"Workshop, Claremont Road, Portsmouth, PO1 5AP",Top Z Limited,IF3,23/09/2015,11000
1775900619,"Unit 7a, The Pompey Centre, Dickinson Road, Southsea, Hants, PO4 8SH",Topps Tiles Plc,CW,23/08/2003,51000
177590123310,"Tops Day Nursery, Qa Hospital, Southwick Hill Road, Portsmouth, PO6 3LY",Tops Day Nursery Ltd,EN1,28/09/2005,105000
177500018010,"Unit 3a, Venture Court, Ackworth Road, Portsmouth, PO3 5RY",Total Car Maintenance Ltd,IF3,25/01/2017,7400
177511196810,"105 - 109, Albert Road, Southsea, PO5 2SQ",Total Motor Factors Ltd,CS,01/09/2007,31000
177503479610,"27, The Hard, Portsmouth, PO1 3DT",Tote Bookmakers Ltd,CS,01/06/2003,18750
177503569610,"198, Havant Road, Portsmouth, PO6 2EH",Tote Bookmakers Ltd,CS,28/10/1998,12000
177506321010,"71, Palmerston Road, Southsea, Hants, PO5 3PP",Tote Bookmakers Ltd,CS,17/08/2001,12250
177507811810,"43, Tangier Road, Portsmouth, PO3 6JQ",Tote Bookmakers Ltd,CS,29/04/1999,8400
177506065310,"6-7, Wholesale Meat Centre, Norway Road, Portsmouth, PO3 5HT",Towers Thompson Ltd,CW3,01/04/1990,25250
177503397210,"The Dockyard, 13-19, Guildhall Walk, Portsmouth, PO1 2RY",Town And City Pub Group Limited,CL,27/03/2008,128000
177506322210,"80-82, Palmerston Road, Southsea, Hants, PO5 3PL",Town And City Pub Group Limited,CL,27/03/2008,84000
177505801110,"Unit A1, Nevil Shute Road, Portsmouth, PO3 5RX",Town And Country Covers Ltd,IF3,24/05/2019,41250
177501492520,"Unit 1, The Approach, Claybank Road, Portsmouth, PO3 5RH",Tradeamp Limited,IF3,11/01/2020,9300
177512093020,"Mooring Inner Dock, Trafalgar Wharf, Hamilton Road, Portsmouth, PO6 4PX",Trafalgar Wharf Ltd,NT1,05/10/2014,4850
177512244310,"8a Trafalgar Wharf, Hamilton Road, Portsmouth, PO6 4PX",Trafalgar Wharf Ltd,CO,01/02/2021,820
177512252010,"Boat Storage Land (Former Gardens), Trafalgar Wharf, Hamilton Road, Portsmouth, PO6 4PX",Trafalgar Wharf Ltd,CW1,01/04/2015,12750
177507934920,"Tipner Magazine, Twyford Avenue, Tipner, Portsmouth, PO2 8NT",Trafalgar Wharves Ltd,CW3,16/03/2009,34000
177511641516,"Office 9, Trafalgar House, 223, Southampton Road, Portsmouth, PO6 4PY",Trafalgar Workspaces Ltd,CO,01/02/2022,910
177511641553,"Landlords Areas, Trafalgar House, 223, Southampton Road, Portsmouth, PO6 4PY",Trafalgar Workspaces Ltd,CO,01/04/2021,2600
177512121010,"F19, Gatcombe House, Copnor Road, Portsmouth, PO3 5EJ",Trafalgar Workspaces Ltd,CO,01/04/2021,1400
177512122610,"S18 & S19, Gatcombe House, Copnor Road, Portsmouth, PO3 5EJ",Trafalgar Workspaces Ltd,CO,11/10/2021,740
177512122810,"S21 & S22, Gatcombe House, Copnor Road, Portsmouth, PO3 5EJ",Trafalgar Workspaces Ltd,CO,01/08/2021,1550
177512180510,"G19, Gatcombe House, Copnor Road, Portsmouth, PO3 5EJ",Trafalgar Workspaces Ltd,CO,01/04/2021,990
177512270310,"B1 Gatcombe House, Copnor Road, Portsmouth, PO3 5EJ",Trafalgar Workspaces Ltd,CW3,01/04/2021,475
177512270510,"G17 Gatcombe House, Copnor Road, Portsmouth, PO3 5EJ",Trafalgar Workspaces Ltd,CO,01/04/2021,1625
177512279110,"B2 Gatcombe House, Copnor Road, Portsmouth, PO3 5EJ",Trafalgar Workspaces Ltd,CW3,01/04/2021,570
177510183110,"Suite 401, Technopole, Kingston Crescent, Portsmouth, PO2 8FA",Transalis Ltd,CO,01/04/2017,13750
177510183210,"Suite 402, Technopole, Kingston Crescent, Portsmouth, PO2 8FA",Transalis Ltd,CO,01/04/2017,11500
177510183310,"Suite 403, Technopole, Kingston Crescent, Portsmouth, PO2 8FA",Transalis Ltd,CO,01/03/2018,5800
177510183510,"Suite 405, Technopole, Kingston Crescent, Portsmouth, PO2 8FA",Transalis Ltd,CO,01/04/2017,5800
177510810610,"First Flr 4, Northern Buildings, Northern Road, Portsmouth, PO6 3DL",Transparent Communication Ltd,CO,28/03/2015,4850
177511802010,"Gnd Flr, New Terminal Building, Portsmouth International Port, George Byng Way, Portsmouth, Hants, PO2 8QN",Travelex Global And Financial Services Limited,CS4,01/04/2011,15500
177501714020,"Travelodge, Copnor Road, Portsmouth, Hants, PO3 5HS",Travelodge Hotels Ltd,CH3,10/08/2010,63300
177504412910,"Granada Travel Lodge, Kingston Crescent, Portsmouth, PO2 8AB",Travelodge Hotels Ltd,CH,20/09/1999,219000
177510159510,"Unit 3, Venture Sidings, Goldsmith Avenue, Southsea, Hants, PO4 0BT",Travis Perkins (Properties) Ltd,CW,16/02/2004,43250
177501621210,"257-259, Commercial Road, Portsmouth, PO1 4BP",Tre Portsmouth Ltd,CS,14/01/2021,5100
177504950420,"179, London Road, North End, Portsmouth, PO2 9AE",Treloggan Wigs Ltd,CS,01/10/2008,5400
177502979510,"92, Fratton Road, Portsmouth, PO1 5BZ",Tremletts Chemists Ltd,CS,21/04/2017,6100
177502879710,"Unit 10b, Fitzherbert Spur, Portsmouth, PO6 1TT",Tri Pack Supplies Ltd,CW,01/11/1995,27500
177511617810,"Unit 9, The Partnership Business Park, Rodney Road, Portsmouth, Hants, PO4 8DF",Trifords Ltd,IF3,23/12/2013,13000
177503941820,"161-165, Highland Road, Southsea, Hants, PO4 9EY",Triton Scuba Ltd,CS,01/11/2010,16000
177509949110,"94-96, Palmerston Road, Southsea, Hants, PO5 3PT",Troika Trading Ltd,CS,04/01/2018,29000
177511641548,"Office 46, Trafalgar House, 223, Southampton Road, Portsmouth, PO6 4PY",Trojan Financial Services Limited,CO,01/01/2018,1025
177501678810,"110, Copnor Road, Portsmouth, PO3 5AN",Trophy Car Sales Limited,CX,01/04/2021,22750
177507934410,"Tipner Lake Fishing Club, Tipner Lane, Portsmouth, PO2 8RP",Trustees Of  Tipner Boating&Angling Club,LC1,01/04/1990,9300
177509225810,"Clinic, Grenville House, St Georges Square, Portsmouth, PO1 3AZ",Trustees Of Connors Toy Library,CO,10/01/2004,11750
